"","Date","Home","Away","HomeGoals","AwayGoals"
"467",2011-02-27,"NEC Nijmegen","Utrecht",1,1
"468",2011-02-27,"PSV Eindhoven","Ajax",0,0
"469",2011-03-04,"De Graafschap","Willem II",2,1
"470",2011-03-05,"Twente","NAC Breda",2,0
"471",2011-03-05,"ADO Den Haag","NEC Nijmegen",5,1
"472",2011-03-05,"Vitesse","VVV-Venlo",2,0
"473",2011-03-05,"Excelsior","PSV Eindhoven",2,3
"474",2011-03-06,"Ajax","AZ Alkmaar",4,0
"475",2011-03-06,"Groningen","Heracles Almelo",1,4
"476",2011-03-06,"Heerenveen","Feyenoord",0,1
"477",2011-03-06,"Utrecht","Roda JC",1,1
"478",2011-03-11,"Utrecht","Groningen",1,0
"479",2011-03-12,"Roda JC","AZ Alkmaar",1,2
"480",2011-03-12,"Heracles Almelo","Excelsior",4,1
"481",2011-03-12,"Vitesse","Heerenveen",1,1
"482",2011-03-13,"De Graafschap","ADO Den Haag",1,0
"483",2011-03-13,"Twente","VVV-Venlo",2,1
"484",2011-03-13,"NEC Nijmegen","PSV Eindhoven",2,2
"485",2011-03-13,"Feyenoord","NAC Breda",2,1
"486",2011-03-13,"Willem II","Ajax",1,3
"487",2011-03-18,"AZ Alkmaar","Vitesse",3,1
"488",2011-03-19,"Heracles Almelo","Heerenveen",4,2
"489",2011-03-19,"VVV-Venlo","Willem II",0,0
"490",2011-03-19,"NAC Breda","Groningen",0,1
"491",2011-03-19,"NEC Nijmegen","De Graafschap",1,0
"492",2011-03-20,"ADO Den Haag","Ajax",3,2
"493",2011-03-20,"Roda JC","Feyenoord",3,0
"494",2011-03-20,"Excelsior","Twente",0,2
"495",2011-03-20,"PSV Eindhoven","Utrecht",1,0
"496",2011-04-02,"Heerenveen","Excelsior",2,3
"497",2011-04-02,"Willem II","Roda JC",4,5
"498",2011-04-02,"De Graafschap","NAC Breda",1,3
"499",2011-04-02,"Twente","PSV Eindhoven",2,0
"500",2011-04-02,"Feyenoord","AZ Alkmaar",0,1
"501",2011-04-03,"Ajax","Heracles Almelo",3,0
"502",2011-04-03,"Utrecht","ADO Den Haag",2,3
"503",2011-04-03,"Vitesse","NEC Nijmegen",2,1
"504",2011-04-03,"Groningen","VVV-Venlo",3,2
"505",2010-08-20,"Excelsior","NEC Nijmegen",4,2
"506",2010-08-21,"Ajax","Roda JC",3,0
"507",2010-08-21,"Vitesse","Twente",0,3
"508",2010-08-21,"Heerenveen","NAC Breda",3,1
"509",2010-08-21,"Groningen","De Graafschap",2,1
"510",2010-08-22,"Heracles Almelo","Feyenoord",1,1
"511",2010-08-22,"Utrecht","Willem II",3,0
"512",2010-08-22,"PSV Eindhoven","AZ Alkmaar",3,1
"513",2010-08-22,"VVV-Venlo","ADO Den Haag",2,3
"514",2011-04-08,"AZ Alkmaar","NAC Breda",1,1
"515",2011-04-09,"Excelsior","De Graafschap",0,0
"516",2011-04-09,"Willem II","Heracles Almelo",2,6
"517",2011-04-09,"ADO Den Haag","Vitesse",1,0
"518",2011-04-09,"VVV-Venlo","NEC Nijmegen",1,4
"519",2011-04-10,"PSV Eindhoven","Heerenveen",2,2
"520",2011-04-10,"Ajax","Groningen",2,0
"521",2011-04-10,"Twente","Roda JC",1,1
"522",2011-04-10,"Utrecht","Feyenoord",0,4
"523",2011-04-15,"Heerenveen","Utrecht",3,0
"524",2011-04-16,"NAC Breda","Excelsior",1,2
"525",2011-04-16,"Vitesse","Groningen",2,1
"526",2011-04-16,"AZ Alkmaar","ADO Den Haag",3,1
"527",2011-04-16,"Roda JC","VVV-Venlo",5,2
"528",2011-04-17,"Feyenoord","Willem II",6,1
"529",2011-04-17,"De Graafschap","Twente",1,1
"530",2011-04-17,"NEC Nijmegen","Ajax",1,2
"531",2011-04-17,"Heracles Almelo","PSV Eindhoven",0,2
"532",2011-04-22,"ADO Den Haag","Twente",1,2
"533",2011-04-23,"Willem II","AZ Alkmaar",2,1
"534",2011-04-23,"Heracles Almelo","De Graafschap",2,0
"535",2011-04-23,"VVV-Venlo","Heerenveen",2,2
"536",2011-04-23,"Roda JC","NAC Breda",5,1
"537",2011-04-24,"Groningen","NEC Nijmegen",3,1
"538",2011-04-24,"Feyenoord","PSV Eindhoven",3,1
"539",2011-04-24,"Ajax","Excelsior",4,1
"540",2011-04-24,"Utrecht","Vitesse",4,2
"541",2011-05-01,"NEC Nijmegen","Roda JC",5,0
"542",2011-05-01,"Heerenveen","Ajax",1,2
"543",2011-05-01,"Excelsior","Utrecht",3,1
"544",2011-05-01,"AZ Alkmaar","De Graafschap",5,1
"545",2011-05-01,"PSV Eindhoven","Vitesse",2,1
"546",2011-05-01,"NAC Breda","Heracles Almelo",1,2
"547",2011-05-01,"VVV-Venlo","Feyenoord",3,2
"548",2011-05-01,"ADO Den Haag","Groningen",2,4
"549",2011-05-01,"Twente","Willem II",4,0
"550",2011-05-15,"Groningen","PSV Eindhoven",0,0
"551",2011-05-15,"Feyenoord","NEC Nijmegen",1,1
"552",2011-05-15,"Vitesse","Excelsior",1,4
"553",2011-05-15,"Willem II","NAC Breda",0,1
"554",2011-05-15,"Heracles Almelo","ADO Den Haag",3,0
"555",2011-05-15,"Ajax","Twente",3,1
"556",2011-05-15,"Roda JC","Heerenveen",0,0
"557",2011-05-15,"De Graafschap","VVV-Venlo",1,0
"558",2011-05-15,"Utrecht","AZ Alkmaar",5,1
"559",2010-08-27,"Willem II","Groningen",0,3
"560",2010-08-28,"NAC Breda","VVV-Venlo",2,0
"561",2010-08-28,"NEC Nijmegen","Heerenveen",2,2
"562",2010-08-28,"Roda JC","Heracles Almelo",4,2
"563",2010-08-29,"De Graafschap","Ajax",0,5
"564",2010-08-29,"Twente","Utrecht",4,0
"565",2010-08-29,"Feyenoord","Vitesse",4,0
"566",2010-08-29,"ADO Den Haag","PSV Eindhoven",2,2
"567",2010-08-29,"AZ Alkmaar","Excelsior",1,1
"568",2010-09-11,"Excelsior","Heracles Almelo",2,1
"569",2010-09-11,"VVV-Venlo","Twente",1,2
"570",2010-09-11,"PSV Eindhoven","NEC Nijmegen",3,1
"571",2010-09-11,"Ajax","Willem II",2,0
"572",2010-09-11,"AZ Alkmaar","Roda JC",1,2
"573",2010-09-11,"Heerenveen","Vitesse",2,1
"574",2010-09-12,"ADO Den Haag","De Graafschap",2,2
"575",2010-09-12,"NAC Breda","Feyenoord",2,0
"576",2010-09-12,"Groningen","Utrecht",1,0
"577",2010-09-17,"De Graafschap","Heerenveen",3,2
"578",2010-09-18,"Groningen","Excelsior",2,0
"579",2010-09-18,"Vitesse","NAC Breda",0,0
"580",2010-09-18,"Willem II","ADO Den Haag",2,4
"581",2010-09-19,"Feyenoord","Ajax",1,2
"582",2010-09-19,"Roda JC","PSV Eindhoven",0,0
"583",2010-09-19,"NEC Nijmegen","AZ Alkmaar",0,1
"584",2010-09-19,"Utrecht","VVV-Venlo",3,2
"585",2010-09-19,"Heracles Almelo","Twente",0,0
"586",2010-09-25,"ADO Den Haag","Heracles Almelo",3,2
"587",2010-09-25,"Twente","Ajax",2,2
"588",2010-09-25,"Heerenveen","Roda JC",2,2
"589",2010-09-25,"AZ Alkmaar","Utrecht",1,0
"590",2010-09-25,"PSV Eindhoven","Groningen",1,1
"591",2010-09-26,"NAC Breda","Willem II",2,1
"592",2010-09-26,"Excelsior","Vitesse",0,2
"593",2010-09-26,"NEC Nijmegen","Feyenoord",3,0
"594",2010-09-26,"VVV-Venlo","De Graafschap",1,0
"595",2010-10-01,"Vitesse","Willem II",0,0
"596",2010-10-02,"NAC Breda","NEC Nijmegen",2,0
"597",2010-10-02,"Excelsior","Roda JC",1,2
"598",2010-10-03,"De Graafschap","Feyenoord",1,1
"599",2010-10-03,"Heerenveen","ADO Den Haag",0,0
"600",2010-10-03,"Ajax","Utrecht",1,2
"601",2010-10-03,"PSV Eindhoven","VVV-Venlo",3,0
"602",2010-10-03,"AZ Alkmaar","Heracles Almelo",2,1
"603",2010-10-03,"Twente","Groningen",4,2
"604",2010-10-16,"Utrecht","De Graafschap",2,2
"605",2010-10-16,"Ajax","NAC Breda",3,0
"606",2010-10-16,"VVV-Venlo","AZ Alkmaar",0,1
"607",2010-10-16,"Feyenoord","Twente",0,1
"608",2010-10-16,"ADO Den Haag","Excelsior",2,1
"609",2010-10-17,"Heracles Almelo","NEC Nijmegen",3,2
"610",2010-10-17,"Groningen","Heerenveen",1,0
"611",2010-10-17,"Roda JC","Vitesse",4,1
"612",2010-10-17,"Willem II","PSV Eindhoven",2,4
"613",2011-08-05,"Excelsior","Feyenoord",0,2
"614",2011-08-06,"Heerenveen","NEC Nijmegen",2,2
"615",2011-08-06,"Roda JC","Groningen",2,1
"616",2011-08-06,"RKC Waalwijk","Heracles Almelo",2,2
"617",2011-08-06,"VVV-Venlo","Utrecht",0,0
"618",2011-08-07,"ADO Den Haag","Vitesse",0,0
"619",2011-08-07,"De Graafschap","Ajax",1,4
"620",2011-08-07,"AZ Alkmaar","PSV Eindhoven",3,1
"621",2011-08-07,"NAC Breda","Twente",0,1
"622",2011-10-21,"De Graafschap","NAC Breda",3,1
"623",2011-10-22,"VVV-Venlo","RKC Waalwijk",4,1
"624",2011-10-22,"Utrecht","Heerenveen",1,4
"625",2011-10-22,"Excelsior","Heracles Almelo",0,2
"626",2011-10-22,"ADO Den Haag","NEC Nijmegen",1,0
"627",2011-10-23,"Groningen","Twente",1,1
"628",2011-10-23,"Vitesse","PSV Eindhoven",1,1
"629",2011-10-23,"AZ Alkmaar","Roda JC",1,0
"630",2011-10-23,"Ajax","Feyenoord",1,1
"631",2011-10-28,"NAC Breda","VVV-Venlo",3,1
"632",2011-10-29,"Excelsior","RKC Waalwijk",1,0
"633",2011-10-29,"Heerenveen","ADO Den Haag",4,0
"634",2011-10-29,"Roda JC","Ajax",0,4
"635",2011-10-29,"Twente","PSV Eindhoven",2,2
"636",2011-10-30,"Groningen","Feyenoord",6,0
"637",2011-10-30,"De Graafschap","Vitesse",0,1
"638",2011-10-30,"Heracles Almelo","AZ Alkmaar",0,1
"639",2011-10-30,"NEC Nijmegen","Utrecht",3,1
"640",2011-11-04,"VVV-Venlo","Excelsior",0,0
"641",2011-11-05,"NAC Breda","Vitesse",1,0
"642",2011-11-05,"Feyenoord","NEC Nijmegen",0,1
"643",2011-11-05,"Roda JC","Heerenveen",1,2
"644",2011-11-05,"RKC Waalwijk","Groningen",1,1
"645",2011-11-06,"PSV Eindhoven","Heracles Almelo",4,1
"646",2011-11-06,"Utrecht","Ajax",6,4
"647",2011-11-06,"AZ Alkmaar","ADO Den Haag",3,0
"648",2011-11-06,"Twente","De Graafschap",4,0
"649",2011-11-19,"NEC Nijmegen","Roda JC",1,2
"650",2011-11-19,"De Graafschap","PSV Eindhoven",1,3
"651",2011-11-19,"Heerenveen","RKC Waalwijk",1,1
"652",2011-11-19,"Ajax","NAC Breda",2,2
"653",2011-11-19,"Heracles Almelo","Twente",1,1
"654",2011-11-20,"Vitesse","Feyenoord",0,4
"655",2011-11-20,"Groningen","VVV-Venlo",2,1
"656",2011-11-20,"ADO Den Haag","Utrecht",2,2
"657",2011-12-07,"Excelsior","AZ Alkmaar",0,0
"658",2011-11-25,"AZ Alkmaar","Utrecht",2,0
"659",2011-11-26,"PSV Eindhoven","Groningen",6,1
"660",2011-11-26,"VVV-Venlo","De Graafschap",1,2
"661",2011-11-26,"Roda JC","Heracles Almelo",3,1
"662",2011-11-26,"NAC Breda","Heerenveen",2,2
"663",2011-11-27,"Twente","Vitesse",0,0
"664",2011-11-27,"RKC Waalwijk","Feyenoord",1,2
"665",2011-11-27,"Excelsior","ADO Den Haag",1,1
"666",2011-11-27,"NEC Nijmegen","Ajax",0,3
"667",2011-12-02,"Heracles Almelo","VVV-Venlo",7,0
"668",2011-12-03,"Ajax","Excelsior",4,1
"669",2011-12-03,"ADO Den Haag","NAC Breda",3,0
"670",2011-12-03,"De Graafschap","Roda JC",1,2
"671",2011-12-03,"Groningen","NEC Nijmegen",3,3
"672",2011-12-04,"Heerenveen","AZ Alkmaar",5,1
"673",2011-12-04,"Utrecht","Twente",2,6
"674",2011-12-04,"Feyenoord","PSV Eindhoven",2,0
"675",2011-12-04,"Vitesse","RKC Waalwijk",4,0
"676",2011-12-09,"ADO Den Haag","Heracles Almelo",2,0
"677",2011-12-10,"AZ Alkmaar","De Graafschap",4,0
"678",2011-12-10,"Excelsior","Heerenveen",0,5
"679",2011-12-10,"Twente","NEC Nijmegen",2,0
"680",2011-12-10,"PSV Eindhoven","NAC Breda",1,0
"681",2011-12-11,"Vitesse","Groningen",0,0
"682",2011-12-11,"Utrecht","Feyenoord",2,2
"683",2011-12-11,"RKC Waalwijk","Ajax",0,1
"684",2011-12-11,"VVV-Venlo","Roda JC",2,0
"685",2011-12-16,"De Graafschap","RKC Waalwijk",1,3
"686",2011-12-17,"NEC Nijmegen","VVV-Venlo",2,0
"687",2011-12-17,"Heracles Almelo","Vitesse",0,1
"688",2011-12-17,"Groningen","Utrecht",1,0
"689",2011-12-17,"Roda JC","Excelsior",7,0
"690",2011-12-18,"NAC Breda","AZ Alkmaar",2,1
"691",2011-12-18,"Heerenveen","PSV Eindhoven",1,5
"692",2011-12-18,"Ajax","ADO Den Haag",4,0
"693",2011-12-18,"Feyenoord","Twente",3,2
"694",2012-01-20,"ADO Den Haag","Roda JC",3,3
"695",2012-01-21,"Twente","RKC Waalwijk",5,0
"696",2012-01-21,"Excelsior","NAC Breda",3,0
"697",2012-01-21,"De Graafschap","Heerenveen",0,2
"698",2012-01-22,"AZ Alkmaar","Ajax",1,1
"699",2012-01-22,"Groningen","Heracles Almelo",2,1
"700",2012-01-22,"Utrecht","PSV Eindhoven",1,1
"701",2012-01-22,"Vitesse","NEC Nijmegen",0,1
"702",2012-01-22,"VVV-Venlo","Feyenoord",2,1
"703",2012-01-27,"PSV Eindhoven","Vitesse",3,1
"704",2012-01-28,"Roda JC","AZ Alkmaar",2,0
"705",2012-01-28,"Heerenveen","Utrecht",2,0
"706",2012-01-28,"NAC Breda","De Graafschap",1,1
"707",2012-01-28,"Heracles Almelo","Excelsior",3,0
"708",2012-01-29,"NEC Nijmegen","ADO Den Haag",2,0
"709",2012-01-29,"RKC Waalwijk","VVV-Venlo",4,0
"710",2012-01-29,"Twente","Groningen",4,1
"711",2012-01-29,"Feyenoord","Ajax",4,2
"712",2011-08-13,"Vitesse","VVV-Venlo",4,0
"713",2011-08-13,"Feyenoord","Roda JC",3,0
"714",2011-08-13,"Twente","AZ Alkmaar",2,0
"715",2011-08-13,"PSV Eindhoven","RKC Waalwijk",1,0
"716",2011-08-14,"Utrecht","De Graafschap",2,2
"717",2011-08-14,"Ajax","Heerenveen",5,1
"718",2011-08-14,"Groningen","ADO Den Haag",4,2
"719",2011-08-14,"Heracles Almelo","NAC Breda",2,1
"720",2011-08-15,"NEC Nijmegen","Excelsior",2,0
"721",2012-02-03,"Heerenveen","Roda JC",4,3
"722",2012-02-04,"Excelsior","VVV-Venlo",3,1
"723",2012-02-04,"Vitesse","NAC Breda",1,0
"724",2012-02-05,"Groningen","RKC Waalwijk",0,3
"725",2012-02-05,"Heracles Almelo","PSV Eindhoven",1,1
"726",2012-02-05,"NEC Nijmegen","Feyenoord",0,2
"727",2012-02-05,"Ajax","Utrecht",0,2
"728",2012-02-08,"ADO Den Haag","AZ Alkmaar",0,6
"729",2012-03-21,"De Graafschap","Twente",1,2
"730",2012-02-10,"Twente","Heracles Almelo",2,3
"731",2012-02-11,"NAC Breda","Ajax",0,2
"732",2012-02-11,"Roda JC","NEC Nijmegen",1,0
"733",2012-02-11,"AZ Alkmaar","Excelsior",2,0
"734",2012-02-11,"VVV-Venlo","Groningen",2,0
"735",2012-02-12,"RKC Waalwijk","Heerenveen",0,1
"736",2012-02-12,"Utrecht","ADO Den Haag",1,1
"737",2012-02-12,"Feyenoord","Vitesse",3,1
"738",2012-02-12,"PSV Eindhoven","De Graafschap",4,1
"739",2012-02-17,"Heerenveen","NAC Breda",1,0
"740",2012-02-18,"ADO Den Haag","Excelsior",1,1
"741",2012-02-18,"Feyenoord","RKC Waalwijk",1,1
"742",2012-02-18,"Heracles Almelo","Roda JC",2,1
"743",2012-02-18,"De Graafschap","VVV-Venlo",1,4
"744",2012-02-19,"Vitesse","Twente",1,4
"745",2012-02-19,"Utrecht","AZ Alkmaar",3,0
"746",2012-02-19,"Groningen","PSV Eindhoven",3,0
"747",2012-02-19,"Ajax","NEC Nijmegen",4,1
"748",2012-02-24,"RKC Waalwijk","Vitesse",1,0
"749",2012-02-25,"NAC Breda","ADO Den Haag",4,0
"750",2012-02-25,"VVV-Venlo","Heracles Almelo",3,1
"751",2012-02-25,"NEC Nijmegen","Groningen",4,0
"752",2012-02-25,"Roda JC","De Graafschap",0,2
"753",2012-02-26,"Twente","Utrecht",1,0
"754",2012-02-26,"AZ Alkmaar","Heerenveen",3,3
"755",2012-02-26,"PSV Eindhoven","Feyenoord",3,2
"756",2012-02-26,"Excelsior","Ajax",1,4
"757",2012-03-03,"VVV-Venlo","NAC Breda",2,1
"758",2012-03-03,"AZ Alkmaar","Heracles Almelo",3,1
"759",2012-03-03,"RKC Waalwijk","Excelsior",1,0
"760",2012-03-03,"ADO Den Haag","Heerenveen",0,0
"761",2012-03-04,"Vitesse","De Graafschap",2,0
"762",2012-03-04,"Utrecht","NEC Nijmegen",0,0
"763",2012-03-04,"PSV Eindhoven","Twente",2,6
"764",2012-03-04,"Ajax","Roda JC",4,1
"765",2012-03-04,"Feyenoord","Groningen",1,0
"766",2012-03-09,"Roda JC","VVV-Venlo",3,1
"767",2012-03-10,"Heracles Almelo","ADO Den Haag",0,2
"768",2012-03-10,"Groningen","Vitesse",1,3
"769",2012-03-10,"Heerenveen","Excelsior",4,2
"770",2012-03-11,"Feyenoord","Utrecht",1,1
"771",2012-03-11,"Ajax","RKC Waalwijk",3,0
"772",2012-03-11,"NEC Nijmegen","Twente",3,1
"773",2012-03-11,"De Graafschap","AZ Alkmaar",0,2
"774",2012-03-11,"NAC Breda","PSV Eindhoven",3,1
"775",2012-03-16,"Vitesse","Heracles Almelo",2,0
"776",2012-03-17,"RKC Waalwijk","De Graafschap",1,0
"777",2012-03-17,"Excelsior","Roda JC",2,1
"778",2012-03-17,"VVV-Venlo","NEC Nijmegen",0,2
"779",2012-03-18,"AZ Alkmaar","NAC Breda",0,0
"780",2012-03-18,"Twente","Feyenoord",0,2
"781",2012-03-18,"ADO Den Haag","Ajax",0,2
"782",2012-03-18,"PSV Eindhoven","Heerenveen",5,1
"783",2012-03-18,"Utrecht","Groningen",3,1
"784",2012-03-23,"Excelsior","Groningen",0,1
"785",2012-03-24,"Heerenveen","VVV-Venlo",4,1
"786",2012-03-24,"NAC Breda","NEC Nijmegen",1,1
"787",2012-03-24,"ADO Den Haag","Twente",1,1
"788",2012-03-24,"Roda JC","Vitesse",3,1
"789",2012-03-25,"Heracles Almelo","Utrecht",3,1
"790",2012-03-25,"De Graafschap","Feyenoord",0,3
"791",2012-03-25,"AZ Alkmaar","RKC Waalwijk",1,0
"792",2012-03-25,"Ajax","PSV Eindhoven",2,0
"793",2012-03-30,"Utrecht","Excelsior",3,2
"794",2012-03-31,"Groningen","Heerenveen",1,3
"795",2012-03-31,"PSV Eindhoven","VVV-Venlo",2,0
"796",2012-03-31,"Twente","Roda JC",2,0
"797",2012-03-31,"Feyenoord","NAC Breda",3,1
"798",2012-04-01,"Ajax","Heracles Almelo",6,0
"799",2012-04-01,"RKC Waalwijk","ADO Den Haag",1,0
"800",2012-04-01,"NEC Nijmegen","De Graafschap",2,0
"801",2012-04-01,"Vitesse","AZ Alkmaar",2,2
"802",2012-04-10,"Excelsior","NEC Nijmegen",0,2
"803",2012-04-11,"RKC Waalwijk","PSV Eindhoven",2,1
"804",2012-04-11,"AZ Alkmaar","Twente",2,2
"805",2012-04-11,"Roda JC","Feyenoord",0,0
"806",2012-04-11,"NAC Breda","Heracles Almelo",1,2
"807",2012-04-11,"Heerenveen","Ajax",0,5
"808",2012-04-12,"ADO Den Haag","Groningen",3,0
"809",2012-04-12,"De Graafschap","Utrecht",3,0
"810",2012-04-12,"VVV-Venlo","Vitesse",1,3
"811",2011-08-19,"Roda JC","RKC Waalwijk",0,2
"812",2011-08-20,"Heerenveen","Twente",1,5
"813",2011-08-20,"Excelsior","De Graafschap",1,1
"814",2011-08-20,"NAC Breda","Groningen",2,2
"815",2011-08-20,"Vitesse","Utrecht",2,1
"816",2011-08-21,"Heracles Almelo","Feyenoord",1,1
"817",2011-08-21,"AZ Alkmaar","NEC Nijmegen",4,0
"818",2011-08-21,"ADO Den Haag","PSV Eindhoven",0,3
"819",2011-08-21,"VVV-Venlo","Ajax",2,2
"820",2012-04-14,"PSV Eindhoven","AZ Alkmaar",3,2
"821",2012-04-14,"NEC Nijmegen","Heerenveen",2,4
"822",2012-04-14,"Feyenoord","Excelsior",3,0
"823",2012-04-14,"Twente","NAC Breda",2,2
"824",2012-04-15,"Heracles Almelo","RKC Waalwijk",1,1
"825",2012-04-15,"Groningen","Roda JC",0,1
"826",2012-04-15,"Utrecht","VVV-Venlo",4,2
"827",2012-04-15,"Ajax","De Graafschap",3,1
"828",2012-04-15,"Vitesse","ADO Den Haag",1,0
"829",2012-04-20,"NAC Breda","Roda JC",0,3
"830",2012-04-21,"Excelsior","Twente",0,1
"831",2012-04-21,"RKC Waalwijk","Utrecht",0,2
"832",2012-04-21,"De Graafschap","Heracles Almelo",2,3
"833",2012-04-21,"Heerenveen","Vitesse",1,1
"834",2012-04-22,"PSV Eindhoven","NEC Nijmegen",2,1
"835",2012-04-22,"Ajax","Groningen",2,0
"836",2012-04-22,"AZ Alkmaar","VVV-Venlo",2,1
"837",2012-04-22,"ADO Den Haag","Feyenoord",1,2
"838",2012-04-27,"Groningen","De Graafschap",1,1
"839",2012-04-28,"Heracles Almelo","Heerenveen",2,4
"840",2012-04-28,"Vitesse","Excelsior",3,2
"841",2012-04-28,"Utrecht","NAC Breda",1,3
"842",2012-04-28,"VVV-Venlo","ADO Den Haag",2,1
"843",2012-04-29,"Feyenoord","AZ Alkmaar",1,0
"844",2012-04-29,"Roda JC","PSV Eindhoven",1,3
"845",2012-04-29,"NEC Nijmegen","RKC Waalwijk",1,1
"846",2012-04-29,"Twente","Ajax",1,2
"847",2012-05-02,"Utrecht","Vitesse",2,2
"848",2012-05-02,"NEC Nijmegen","AZ Alkmaar",1,1
"849",2012-05-02,"Twente","Heerenveen",3,4
"850",2012-05-02,"De Graafschap","Excelsior",2,2
"851",2012-05-02,"Feyenoord","Heracles Almelo",4,1
"852",2012-05-02,"PSV Eindhoven","ADO Den Haag",5,0
"853",2012-05-02,"Ajax","VVV-Venlo",2,0
"854",2012-05-02,"Groningen","NAC Breda",1,1
"855",2012-05-02,"RKC Waalwijk","Roda JC",5,2
"856",2012-05-06,"NAC Breda","RKC Waalwijk",3,2
"857",2012-05-06,"AZ Alkmaar","Groningen",1,0
"858",2012-05-06,"Roda JC","Utrecht",1,3
"859",2012-05-06,"Vitesse","Ajax",1,3
"860",2012-05-06,"Excelsior","PSV Eindhoven",1,3
"861",2012-05-06,"ADO Den Haag","De Graafschap",3,5
"862",2012-05-06,"Heerenveen","Feyenoord",2,3
"863",2012-05-06,"VVV-Venlo","Twente",4,2
"864",2012-05-06,"Heracles Almelo","NEC Nijmegen",1,2
"865",2011-08-26,"Ajax","Vitesse",4,1
"866",2011-08-27,"RKC Waalwijk","NAC Breda",2,1
"867",2011-08-27,"NEC Nijmegen","Heracles Almelo",2,1
"868",2011-08-27,"Utrecht","Roda JC",3,1
"869",2011-08-27,"Twente","VVV-Venlo",4,1
"870",2011-08-28,"Groningen","AZ Alkmaar",0,3
"871",2011-08-28,"PSV Eindhoven","Excelsior",6,1
"872",2011-08-28,"De Graafschap","ADO Den Haag",0,3
"873",2011-08-28,"Feyenoord","Heerenveen",2,2
"874",2011-09-10,"ADO Den Haag","RKC Waalwijk",0,1
"875",2011-09-10,"Heracles Almelo","Ajax",2,3
"876",2011-09-10,"AZ Alkmaar","Vitesse",4,0
"877",2011-09-10,"De Graafschap","NEC Nijmegen",1,0
"878",2011-09-10,"Roda JC","Twente",2,1
"879",2011-09-11,"Excelsior","Utrecht",2,3
"880",2011-09-11,"NAC Breda","Feyenoord",1,3
"881",2011-09-11,"VVV-Venlo","PSV Eindhoven",3,3
"882",2011-09-11,"Heerenveen","Groningen",3,0
"883",2011-09-16,"NEC Nijmegen","NAC Breda",1,2
"884",2011-09-17,"VVV-Venlo","Heerenveen",0,3
"885",2011-09-17,"Vitesse","Roda JC",5,0
"886",2011-09-17,"Groningen","Excelsior",2,0
"887",2011-09-17,"Feyenoord","De Graafschap",4,0
"888",2011-09-18,"Utrecht","Heracles Almelo",2,2
"889",2011-09-18,"Twente","ADO Den Haag",5,2
"890",2011-09-18,"PSV Eindhoven","Ajax",2,2
"891",2011-09-18,"RKC Waalwijk","AZ Alkmaar",1,2
"892",2011-09-24,"NAC Breda","Utrecht",1,0
"893",2011-09-24,"PSV Eindhoven","Roda JC",7,1
"894",2011-09-24,"Heerenveen","Heracles Almelo",1,1
"895",2011-09-24,"ADO Den Haag","VVV-Venlo",2,0
"896",2011-09-24,"Ajax","Twente",1,1
"897",2011-09-25,"RKC Waalwijk","NEC Nijmegen",2,0
"898",2011-09-25,"Excelsior","Vitesse",0,2
"899",2011-09-25,"AZ Alkmaar","Feyenoord",2,1
"900",2011-09-25,"De Graafschap","Groningen",2,3
"901",2011-09-30,"Heracles Almelo","De Graafschap",2,0
"902",2011-10-01,"Roda JC","NAC Breda",4,3
"903",2011-10-01,"Vitesse","Heerenveen",1,1
"904",2011-10-01,"Utrecht","RKC Waalwijk",3,0
"905",2011-10-02,"Feyenoord","ADO Den Haag",0,3
"906",2011-10-02,"Twente","Excelsior",2,2
"907",2011-10-02,"VVV-Venlo","AZ Alkmaar",1,3
"908",2011-10-02,"NEC Nijmegen","PSV Eindhoven",0,2
"909",2011-10-02,"Groningen","Ajax",1,0
"910",2011-10-15,"Ajax","AZ Alkmaar",2,2
"911",2011-10-15,"PSV Eindhoven","Utrecht",1,0
"912",2011-10-15,"Heracles Almelo","Groningen",2,1
"913",2011-10-15,"Heerenveen","De Graafschap",1,1
"914",2011-10-15,"RKC Waalwijk","Twente",0,4
"915",2011-10-16,"NEC Nijmegen","Vitesse",0,1
"916",2011-10-16,"Roda JC","ADO Den Haag",4,1
"917",2011-10-16,"Feyenoord","VVV-Venlo",4,0
"918",2011-10-16,"NAC Breda","Excelsior",2,0
"919",2012-08-10,"Willem II","NAC Breda",1,1
"920",2012-08-11,"Heracles Almelo","VVV-Venlo",1,1
"921",2012-08-11,"Roda JC","Zwolle",1,1
"922",2012-08-11,"RKC Waalwijk","PSV Eindhoven",3,2
"923",2012-08-12,"Twente","Groningen",4,1
"924",2012-08-12,"Utrecht","Feyenoord",0,1
"925",2012-08-12,"Ajax","AZ Alkmaar",2,2
"926",2012-08-12,"Heerenveen","NEC Nijmegen",0,2
"927",2012-08-12,"Vitesse","ADO Den Haag",2,2
"928",2012-10-26,"Utrecht","Groningen",1,0
"929",2012-10-27,"NEC Nijmegen","Roda JC",0,0
"930",2012-10-27,"ADO Den Haag","Willem II",2,0
"931",2012-10-27,"VVV-Venlo","NAC Breda",1,4
"932",2012-10-28,"RKC Waalwijk","Twente",0,1
"933",2012-10-28,"Zwolle","PSV Eindhoven",1,2
"934",2012-10-28,"Feyenoord","Ajax",2,2
"935",2012-10-28,"Vitesse","AZ Alkmaar",1,2
"936",2012-10-28,"Heracles Almelo","Heerenveen",6,3
"937",2012-11-02,"Roda JC","ADO Den Haag",0,0
"938",2012-11-03,"Ajax","Vitesse",0,2
