"","Date","Home","Away","HomeGoals","AwayGoals"
"3152",2019-05-28,"Go Ahead Eag","RKC Waalwijk",4,5
"3153",2019-05-28,"De Graafschap","Sparta R'dam",0,2
"3154",2019-05-28,"Vitesse","Utrecht",0,2
"3155",2019-08-02,"Zwolle","Willem II",1,3
"3156",2019-08-03,"Vitesse","Ajax",2,2
"3157",2019-08-03,"Emmen","Groningen",0,1
"3158",2019-08-03,"Twente","PSV Eindhoven",1,1
"3159",2019-08-03,"VVV-Venlo","RKC Waalwijk",3,1
"3160",2019-08-04,"Heracles Almelo","Heerenveen",0,4
"3161",2019-08-04,"Feyenoord","Sparta R'dam",2,2
"3162",2019-08-04,"ADO Den Haag","Utrecht",2,4
"3163",2019-08-04,"AZ Alkmaar","Fortuna Sittard",4,0
"3164",2019-10-19,"AZ Alkmaar","Heerenveen",2,4
"3165",2019-10-19,"RKC Waalwijk","Ajax",1,2
"3166",2019-10-19,"Twente","Willem II",0,1
"3167",2019-10-19,"Utrecht","PSV Eindhoven",3,0
"3168",2019-10-19,"VVV-Venlo","Vitesse",0,4
"3169",2019-10-20,"Zwolle","ADO Den Haag",3,1
"3170",2019-10-20,"Groningen","Sparta R'dam",2,0
"3171",2019-10-20,"Emmen","Fortuna Sittard",2,1
"3172",2019-10-20,"Feyenoord","Heracles Almelo",1,1
"3173",2019-10-25,"Twente","Emmen",4,1
"3174",2019-10-26,"Willem II","RKC Waalwijk",2,1
"3175",2019-10-26,"Vitesse","ADO Den Haag",0,2
"3176",2019-10-26,"Fortuna Sittard","VVV-Venlo",4,1
"3177",2019-10-26,"Heracles Almelo","Zwolle",4,0
"3178",2019-10-27,"Heerenveen","Groningen",1,1
"3179",2019-10-27,"Sparta R'dam","Utrecht",1,2
"3180",2019-10-27,"PSV Eindhoven","AZ Alkmaar",0,4
"3181",2019-10-27,"Ajax","Feyenoord",4,0
"3182",2019-11-01,"Zwolle","Ajax",2,4
"3183",2019-11-02,"RKC Waalwijk","Heracles Almelo",2,0
"3184",2019-11-02,"Sparta R'dam","PSV Eindhoven",2,2
"3185",2019-11-02,"AZ Alkmaar","Twente",3,0
"3186",2019-11-03,"Emmen","Vitesse",2,1
"3187",2019-11-03,"VVV-Venlo","Feyenoord",0,3
"3188",2019-11-03,"Groningen","Willem II",2,0
"3189",2019-11-03,"Utrecht","Fortuna Sittard",6,0
"3190",2019-11-03,"ADO Den Haag","Heerenveen",1,1
"3191",2019-11-08,"Vitesse","Groningen",1,2
"3192",2019-11-09,"Heerenveen","Sparta R'dam",2,1
"3193",2019-11-09,"Fortuna Sittard","ADO Den Haag",1,0
"3194",2019-11-09,"Heracles Almelo","VVV-Venlo",6,1
"3195",2019-11-10,"Ajax","Utrecht",4,0
"3196",2019-11-10,"Twente","Zwolle",2,1
"3197",2019-11-10,"Willem II","PSV Eindhoven",2,1
"3198",2019-11-10,"Feyenoord","RKC Waalwijk",3,2
"3199",2019-11-10,"AZ Alkmaar","Emmen",3,0
"3200",2019-11-23,"Utrecht","AZ Alkmaar",0,3
"3201",2019-11-23,"Ajax","Heracles Almelo",4,1
"3202",2019-11-23,"Zwolle","Fortuna Sittard",3,1
"3203",2019-11-23,"ADO Den Haag","Willem II",3,3
"3204",2019-11-24,"Groningen","Feyenoord",1,1
"3205",2019-11-24,"PSV Eindhoven","Heerenveen",2,1
"3206",2019-11-24,"RKC Waalwijk","Emmen",1,1
"3207",2019-11-24,"VVV-Venlo","Twente",2,1
"3208",2019-11-24,"Sparta R'dam","Vitesse",2,0
"3209",2019-11-29,"Heerenveen","Vitesse",3,2
"3210",2019-11-30,"Willem II","Sparta R'dam",4,0
"3211",2019-11-30,"Fortuna Sittard","Groningen",1,0
"3212",2019-11-30,"Heracles Almelo","ADO Den Haag",4,0
"3213",2019-12-01,"Twente","Ajax",2,5
"3214",2019-12-01,"Utrecht","RKC Waalwijk",0,1
"3215",2019-12-01,"AZ Alkmaar","VVV-Venlo",1,0
"3216",2019-12-01,"Feyenoord","Zwolle",1,0
"3217",2019-12-01,"Emmen","PSV Eindhoven",1,1
"3218",2019-12-06,"Ajax","Willem II",0,2
"3219",2019-12-07,"ADO Den Haag","Twente",0,0
"3220",2019-12-07,"PSV Eindhoven","Fortuna Sittard",5,0
"3221",2019-12-07,"VVV-Venlo","Emmen",2,0
"3222",2019-12-07,"Zwolle","AZ Alkmaar",0,3
"3223",2019-12-08,"Vitesse","Feyenoord",0,0
"3224",2019-12-08,"RKC Waalwijk","Heerenveen",1,3
"3225",2019-12-08,"Groningen","Utrecht",0,1
"3226",2019-12-08,"Sparta R'dam","Heracles Almelo",0,0
"3227",2019-12-13,"Heerenveen","Willem II",1,2
"3228",2019-12-14,"ADO Den Haag","Groningen",1,1
"3229",2019-12-14,"Fortuna Sittard","RKC Waalwijk",3,2
"3230",2019-12-14,"VVV-Venlo","Zwolle",1,2
"3231",2019-12-14,"Twente","Vitesse",0,3
"3232",2019-12-15,"Emmen","Sparta R'dam",2,0
"3233",2019-12-15,"Feyenoord","PSV Eindhoven",3,1
"3234",2019-12-15,"AZ Alkmaar","Ajax",1,0
"3235",2019-12-15,"Heracles Almelo","Utrecht",1,3
"3236",2019-12-20,"RKC Waalwijk","Twente",3,0
"3237",2019-12-21,"Heerenveen","Heracles Almelo",1,1
"3238",2019-12-21,"Sparta R'dam","AZ Alkmaar",3,0
"3239",2019-12-21,"PSV Eindhoven","Zwolle",4,1
"3240",2019-12-21,"Willem II","Fortuna Sittard",0,0
"3241",2019-12-22,"Ajax","ADO Den Haag",6,1
"3242",2019-12-22,"Groningen","Emmen",2,0
"3243",2019-12-22,"Utrecht","Feyenoord",1,2
"3244",2019-12-22,"Vitesse","VVV-Venlo",3,0
"3245",2020-01-17,"Zwolle","Utrecht",3,3
"3246",2020-01-18,"Fortuna Sittard","Vitesse",1,3
"3247",2020-01-18,"Feyenoord","Heerenveen",3,1
"3248",2020-01-18,"Twente","Groningen",0,0
"3249",2020-01-18,"AZ Alkmaar","Willem II",1,3
"3250",2020-01-19,"VVV-Venlo","PSV Eindhoven",1,1
"3251",2020-01-19,"Ajax","Sparta R'dam",2,1
"3252",2020-01-19,"Emmen","Heracles Almelo",1,0
"3253",2020-01-19,"ADO Den Haag","RKC Waalwijk",2,0
"3254",2019-08-09,"Sparta R'dam","VVV-Venlo",4,1
"3255",2019-08-10,"Groningen","Twente",1,3
"3256",2019-08-10,"Ajax","Emmen",5,0
"3257",2019-08-10,"Willem II","Vitesse",0,2
"3258",2019-08-11,"Fortuna Sittard","Heracles Almelo",1,1
"3259",2019-08-11,"Heerenveen","Feyenoord",1,1
"3260",2019-08-11,"RKC Waalwijk","AZ Alkmaar",0,2
"3261",2019-08-11,"Utrecht","Zwolle",3,1
"3262",2019-08-11,"PSV Eindhoven","ADO Den Haag",3,1
"3263",2020-01-24,"Utrecht","ADO Den Haag",4,0
"3264",2020-01-25,"Heerenveen","AZ Alkmaar",1,2
"3265",2020-01-25,"RKC Waalwijk","VVV-Venlo",1,2
"3266",2020-01-25,"Heracles Almelo","Feyenoord",2,3
"3267",2020-01-25,"Sparta R'dam","Fortuna Sittard",1,1
"3268",2020-01-26,"Vitesse","Emmen",1,1
"3269",2020-01-26,"Groningen","Ajax",2,1
"3270",2020-01-26,"Willem II","Zwolle",0,0
"3271",2020-01-26,"PSV Eindhoven","Twente",1,1
"3272",2020-01-31,"AZ Alkmaar","RKC Waalwijk",4,0
"3273",2020-02-01,"ADO Den Haag","Vitesse",0,0
"3274",2020-02-01,"Feyenoord","Emmen",3,0
"3275",2020-02-01,"Twente","Sparta R'dam",2,0
"3276",2020-02-01,"Zwolle","Groningen",1,0
"3277",2020-02-02,"Willem II","Heracles Almelo",1,0
"3278",2020-02-02,"Fortuna Sittard","Heerenveen",2,1
"3279",2020-02-02,"VVV-Venlo","Utrecht",1,1
"3280",2020-02-02,"Ajax","PSV Eindhoven",1,0
"3281",2020-02-07,"Heracles Almelo","Fortuna Sittard",2,0
"3282",2020-02-08,"Groningen","Vitesse",1,0
"3283",2020-02-08,"PSV Eindhoven","Willem II",3,0
"3284",2020-02-08,"Heerenveen","VVV-Venlo",1,1
"3285",2020-02-08,"RKC Waalwijk","Zwolle",0,0
"3286",2020-02-11,"Emmen","Twente",2,0
"3287",2020-02-11,"Sparta R'dam","ADO Den Haag",4,2
"3288",2020-04-08,"AZ Alkmaar","Feyenoord",NA,NA
"3289",2020-04-09,"Utrecht","Ajax",NA,NA
"3290",2020-02-14,"VVV-Venlo","Heracles Almelo",1,0
"3291",2020-02-15,"Twente","AZ Alkmaar",2,0
"3292",2020-02-15,"ADO Den Haag","PSV Eindhoven",0,3
"3293",2020-02-15,"Fortuna Sittard","Emmen",0,0
"3294",2020-02-16,"Vitesse","Heerenveen",4,2
"3295",2020-02-16,"Sparta R'dam","Groningen",1,2
"3296",2020-02-16,"Ajax","RKC Waalwijk",3,0
"3297",2020-02-16,"Willem II","Utrecht",1,1
"3298",2020-02-16,"Zwolle","Feyenoord",3,4
"3299",2020-02-21,"RKC Waalwijk","Sparta R'dam",0,1
"3300",2020-02-22,"Emmen","Willem II",4,2
"3301",2020-02-22,"Feyenoord","Fortuna Sittard",2,1
"3302",2020-02-22,"Heerenveen","ADO Den Haag",2,2
"3303",2020-02-22,"Groningen","VVV-Venlo",0,1
"3304",2020-02-23,"Utrecht","Twente",2,1
"3305",2020-02-23,"Vitesse","PSV Eindhoven",1,2
"3306",2020-02-23,"AZ Alkmaar","Zwolle",2,0
"3307",2020-02-23,"Heracles Almelo","Ajax",1,0
"3308",2020-02-28,"Willem II","Groningen",3,1
"3309",2020-02-29,"ADO Den Haag","Heracles Almelo",0,0
"3310",2020-02-29,"VVV-Venlo","Fortuna Sittard",0,0
"3311",2020-02-29,"Zwolle","Vitesse",4,3
"3312",2020-02-29,"Twente","Heerenveen",2,3
"3313",2020-03-01,"RKC Waalwijk","Utrecht",2,1
"3314",2020-03-01,"PSV Eindhoven","Feyenoord",1,1
"3315",2020-03-01,"Sparta R'dam","Emmen",5,1
"3316",2020-03-01,"Ajax","AZ Alkmaar",0,2
"3317",2020-03-06,"Fortuna Sittard","Zwolle",1,1
"3318",2020-03-07,"AZ Alkmaar","ADO Den Haag",4,0
"3319",2020-03-07,"Emmen","VVV-Venlo",3,0
"3320",2020-03-07,"Vitesse","Twente",1,0
"3321",2020-03-07,"Heerenveen","Ajax",1,3
"3322",2020-03-08,"Utrecht","Sparta R'dam",5,1
"3323",2020-03-08,"Feyenoord","Willem II",2,0
"3324",2020-03-08,"Heracles Almelo","RKC Waalwijk",4,2
"3325",2020-03-08,"Groningen","PSV Eindhoven",0,1
"3326",2020-03-13,"ADO Den Haag","Fortuna Sittard",NA,NA
"3327",2020-03-14,"Willem II","Heerenveen",NA,NA
"3328",2020-03-14,"PSV Eindhoven","Emmen",NA,NA
"3329",2020-03-14,"Zwolle","Heracles Almelo",NA,NA
"3330",2020-03-14,"Utrecht","Vitesse",NA,NA
"3331",2020-03-15,"Sparta R'dam","Feyenoord",NA,NA
"3332",2020-03-15,"RKC Waalwijk","Groningen",NA,NA
"3333",2020-03-15,"Ajax","Twente",NA,NA
"3334",2020-03-15,"VVV-Venlo","AZ Alkmaar",NA,NA
"3335",2020-03-20,"Heracles Almelo","Sparta R'dam",NA,NA
"3336",2020-03-21,"Twente","ADO Den Haag",NA,NA
"3337",2020-03-21,"Zwolle","VVV-Venlo",NA,NA
"3338",2020-03-21,"Vitesse","Willem II",NA,NA
"3339",2020-03-21,"Heerenveen","RKC Waalwijk",NA,NA
"3340",2020-03-22,"Fortuna Sittard","PSV Eindhoven",NA,NA
"3341",2020-03-22,"Emmen","Utrecht",NA,NA
"3342",2020-03-22,"Feyenoord","Ajax",NA,NA
"3343",2020-03-22,"Groningen","AZ Alkmaar",NA,NA
"3344",2020-04-04,"PSV Eindhoven","Heracles Almelo",NA,NA
"3345",2020-04-04,"Sparta R'dam","Heerenveen",NA,NA
"3346",2020-04-04,"VVV-Venlo","Willem II",NA,NA
"3347",2020-04-04,"AZ Alkmaar","Vitesse",NA,NA
"3348",2020-04-04,"Utrecht","Groningen",NA,NA
"3349",2020-04-05,"RKC Waalwijk","Feyenoord",NA,NA
"3350",2020-04-05,"ADO Den Haag","Emmen",NA,NA
"3351",2020-04-05,"Ajax","Zwolle",NA,NA
"3352",2020-04-05,"Twente","Fortuna Sittard",NA,NA
"3353",2019-08-16,"Vitesse","Zwolle",3,0
"3354",2019-08-17,"ADO Den Haag","Sparta R'dam",1,2
"3355",2019-08-17,"VVV-Venlo","Ajax",1,4
"3356",2019-08-17,"Emmen","Heerenveen",2,0
"3357",2019-08-18,"Fortuna Sittard","Willem II",2,3
"3358",2019-08-18,"Twente","RKC Waalwijk",3,3
"3359",2019-08-18,"AZ Alkmaar","Groningen",0,0
"3360",2019-08-18,"Feyenoord","Utrecht",1,1
"3361",2019-08-18,"Heracles Almelo","PSV Eindhoven",0,2
"3362",2020-04-10,"Groningen","Heerenveen",NA,NA
"3363",2020-04-11,"Vitesse","RKC Waalwijk",NA,NA
"3364",2020-04-11,"Feyenoord","VVV-Venlo",NA,NA
"3365",2020-04-11,"Heracles Almelo","AZ Alkmaar",NA,NA
"3366",2020-04-11,"Willem II","ADO Den Haag",NA,NA
"3367",2020-04-12,"PSV Eindhoven","Sparta R'dam",NA,NA
"3368",2020-04-12,"Emmen","Ajax",NA,NA
"3369",2020-04-12,"Fortuna Sittard","Utrecht",NA,NA
"3370",2020-04-12,"Zwolle","Twente",NA,NA
"3371",2020-04-21,"AZ Alkmaar","PSV Eindhoven",NA,NA
"3372",2020-04-21,"Sparta R'dam","Zwolle",NA,NA
"3373",2020-04-22,"RKC Waalwijk","Willem II",NA,NA
"3374",2020-04-22,"ADO Den Haag","Feyenoord",NA,NA
"3375",2020-04-22,"Groningen","Fortuna Sittard",NA,NA
"3376",2020-04-22,"Heerenveen","Emmen",NA,NA
"3377",2020-04-22,"Utrecht","Heracles Almelo",NA,NA
"3378",2020-04-23,"Twente","VVV-Venlo",NA,NA
"3379",2020-04-23,"Ajax","Vitesse",NA,NA
"3380",2020-04-25,"PSV Eindhoven","Utrecht",NA,NA
"3381",2020-04-25,"Fortuna Sittard","AZ Alkmaar",NA,NA
"3382",2020-04-25,"Emmen","RKC Waalwijk",NA,NA
"3383",2020-04-25,"Feyenoord","Groningen",NA,NA
"3384",2020-04-25,"Zwolle","Heerenveen",NA,NA
"3385",2020-04-26,"Heracles Almelo","Twente",NA,NA
"3386",2020-04-26,"Willem II","Ajax",NA,NA
"3387",2020-04-26,"VVV-Venlo","ADO Den Haag",NA,NA
"3388",2020-04-26,"Vitesse","Sparta R'dam",NA,NA
"3389",2020-05-03,"Sparta R'dam","Willem II",NA,NA
"3390",2020-05-03,"Heerenveen","PSV Eindhoven",NA,NA
"3391",2020-05-03,"Groningen","ADO Den Haag",NA,NA
"3392",2020-05-03,"Zwolle","Emmen",NA,NA
"3393",2020-05-03,"Twente","Feyenoord",NA,NA
"3394",2020-05-03,"AZ Alkmaar","Utrecht",NA,NA
"3395",2020-05-03,"Vitesse","Heracles Almelo",NA,NA
"3396",2020-05-03,"RKC Waalwijk","Fortuna Sittard",NA,NA
"3397",2020-05-03,"Ajax","VVV-Venlo",NA,NA
"3398",2020-05-10,"Willem II","Twente",NA,NA
"3399",2020-05-10,"Utrecht","Heerenveen",NA,NA
"3400",2020-05-10,"ADO Den Haag","Zwolle",NA,NA
"3401",2020-05-10,"Feyenoord","Vitesse",NA,NA
"3402",2020-05-10,"VVV-Venlo","Sparta R'dam",NA,NA
"3403",2020-05-10,"Emmen","AZ Alkmaar",NA,NA
"3404",2020-05-10,"PSV Eindhoven","RKC Waalwijk",NA,NA
"3405",2020-05-10,"Fortuna Sittard","Ajax",NA,NA
"3406",2020-05-10,"Heracles Almelo","Groningen",NA,NA
"3407",2019-08-24,"Willem II","Emmen",2,1
"3408",2019-08-24,"Heracles Almelo","Vitesse",1,1
"3409",2019-08-24,"Heerenveen","Twente",0,0
"3410",2019-08-25,"RKC Waalwijk","ADO Den Haag",0,3
"3411",2019-08-25,"Utrecht","VVV-Venlo",1,2
"3412",2019-08-25,"Zwolle","Sparta R'dam",2,2
"3413",2019-09-25,"PSV Eindhoven","Groningen",3,1
"3414",2019-09-25,"Ajax","Fortuna Sittard",5,0
"3415",2019-09-26,"Feyenoord","AZ Alkmaar",0,3
"3416",2019-08-30,"Emmen","Zwolle",1,3
"3417",2019-08-31,"Heerenveen","Fortuna Sittard",1,1
"3418",2019-08-31,"Groningen","Heracles Almelo",1,2
"3419",2019-08-31,"ADO Den Haag","VVV-Venlo",1,0
"3420",2019-09-01,"Twente","Utrecht",3,1
"3421",2019-09-01,"Sparta R'dam","Ajax",1,4
"3422",2019-09-01,"Willem II","Feyenoord",0,1
"3423",2019-09-01,"Vitesse","AZ Alkmaar",2,1
"3424",2019-09-01,"RKC Waalwijk","PSV Eindhoven",1,3
"3425",2019-09-14,"AZ Alkmaar","Sparta R'dam",5,1
"3426",2019-09-14,"Ajax","Heerenveen",4,1
"3427",2019-09-14,"VVV-Venlo","Groningen",2,1
"3428",2019-09-14,"Utrecht","Emmen",3,1
"3429",2019-09-14,"PSV Eindhoven","Vitesse",5,0
"3430",2019-09-15,"Zwolle","RKC Waalwijk",6,2
"3431",2019-09-15,"Feyenoord","ADO Den Haag",3,2
"3432",2019-09-15,"Heracles Almelo","Willem II",4,1
"3433",2019-09-15,"Fortuna Sittard","Twente",2,3
"3434",2019-09-20,"Twente","Heracles Almelo",2,3
"3435",2019-09-21,"Sparta R'dam","RKC Waalwijk",4,0
"3436",2019-09-21,"Willem II","VVV-Venlo",1,0
"3437",2019-09-21,"Groningen","Zwolle",2,0
"3438",2019-09-21,"Vitesse","Fortuna Sittard",4,2
"3439",2019-09-22,"Heerenveen","Utrecht",1,1
"3440",2019-09-22,"Emmen","Feyenoord",3,3
"3441",2019-09-22,"PSV Eindhoven","Ajax",1,1
"3442",2019-09-22,"ADO Den Haag","AZ Alkmaar",0,1
"3443",2019-09-27,"Emmen","ADO Den Haag",3,0
"3444",2019-09-28,"VVV-Venlo","Heerenveen",0,3
"3445",2019-09-28,"Ajax","Groningen",2,0
"3446",2019-09-28,"Fortuna Sittard","Sparta R'dam",0,0
"3447",2019-09-29,"RKC Waalwijk","Vitesse",1,2
"3448",2019-09-29,"Utrecht","Willem II",2,0
"3449",2019-09-29,"Zwolle","PSV Eindhoven",0,4
"3450",2019-09-29,"AZ Alkmaar","Heracles Almelo",2,0
"3451",2019-09-29,"Feyenoord","Twente",5,1
"3452",2019-10-04,"Groningen","RKC Waalwijk",3,0
"3453",2019-10-05,"Heracles Almelo","Emmen",2,0
"3454",2019-10-05,"Vitesse","Utrecht",2,1
"3455",2019-10-05,"Sparta R'dam","Twente",2,1
"3456",2019-10-05,"Heerenveen","Zwolle",1,0
"3457",2019-10-06,"ADO Den Haag","Ajax",0,2
"3458",2019-10-06,"Fortuna Sittard","Feyenoord",4,2
"3459",2019-10-06,"PSV Eindhoven","VVV-Venlo",4,1
"3460",2019-10-06,"Willem II","AZ Alkmaar",1,1
"3461",2020-09-12,"Heerenveen","Willem II",2,0
"3462",2020-09-12,"Zwolle","Feyenoord",0,2
"3463",2020-09-12,"Twente","Fortuna Sittard",2,0
"3464",2020-09-13,"Emmen","VVV-Venlo",3,5
"3465",2020-09-13,"Heracles Almelo","ADO Den Haag",2,0
"3466",2020-09-13,"Sparta R'dam","Ajax",0,1
"3467",2020-09-13,"RKC Waalwijk","Vitesse",0,1
"3468",2020-09-13,"Groningen","PSV Eindhoven",1,3
"3469",2020-12-27,"Utrecht","AZ Alkmaar",2,2
"3470",2020-11-27,"Twente","RKC Waalwijk",0,2
"3471",2020-11-28,"Emmen","Ajax",0,5
"3472",2020-11-28,"ADO Den Haag","Heerenveen",1,1
"3473",2020-11-28,"VVV-Venlo","Zwolle",2,2
"3474",2020-11-29,"Vitesse","Fortuna Sittard",2,0
"3475",2020-11-29,"Groningen","Willem II",1,0
"3476",2020-11-29,"Feyenoord","Utrecht",1,1
"3477",2020-11-29,"Heracles Almelo","AZ Alkmaar",1,2
"3478",2020-11-29,"PSV Eindhoven","Sparta R'dam",1,0
"3479",2020-12-04,"Sparta R'dam","Emmen",2,1
"3480",2020-12-05,"RKC Waalwijk","VVV-Venlo",3,2
"3481",2020-12-05,"Fortuna Sittard","Willem II",3,2
"3482",2020-12-05,"Ajax","Twente",1,2
"3483",2020-12-05,"Zwolle","Vitesse",2,1
"3484",2020-12-06,"Feyenoord","Heracles Almelo",0,0
"3485",2020-12-06,"AZ Alkmaar","Groningen",1,2
"3486",2020-12-06,"Utrecht","ADO Den Haag",1,1
"3487",2020-12-06,"Heerenveen","PSV Eindhoven",2,2
"3488",2020-12-11,"Heracles Almelo","Fortuna Sittard",1,2
"3489",2020-12-12,"Groningen","RKC Waalwijk",2,0
"3490",2020-12-12,"Emmen","ADO Den Haag",1,1
"3491",2020-12-12,"Ajax","Zwolle",4,0
"3492",2020-12-13,"Vitesse","Heerenveen",1,1
"3493",2020-12-13,"Willem II","Sparta R'dam",1,3
"3494",2020-12-13,"VVV-Venlo","Feyenoord",0,3
"3495",2020-12-13,"PSV Eindhoven","Utrecht",2,1
"3496",2020-12-13,"Twente","AZ Alkmaar",1,3
"3497",2020-12-18,"Zwolle","Emmen",0,0
"3498",2020-12-19,"Sparta R'dam","Groningen",2,3
"3499",2020-12-19,"VVV-Venlo","Twente",1,2
"3500",2020-12-19,"RKC Waalwijk","PSV Eindhoven",1,4
"3501",2020-12-19,"Utrecht","Fortuna Sittard",1,1
"3502",2020-12-20,"Vitesse","Feyenoord",1,0
"3503",2020-12-20,"Heerenveen","Heracles Almelo",1,2
"3504",2020-12-20,"ADO Den Haag","Ajax",2,4
"3505",2020-12-20,"AZ Alkmaar","Willem II",5,3
"3506",2020-12-22,"Fortuna Sittard","RKC Waalwijk",2,1
"3507",2020-12-22,"Emmen","Utrecht",2,3
"3508",2020-12-22,"PSV Eindhoven","VVV-Venlo",4,1
"3509",2020-12-22,"Twente","Sparta R'dam",0,2
"3510",2020-12-23,"AZ Alkmaar","Vitesse",3,1
"3511",2020-12-23,"Willem II","Ajax",1,1
"3512",2020-12-23,"ADO Den Haag","Zwolle",0,2
"3513",2020-12-23,"Groningen","Heracles Almelo",0,1
"3514",2020-12-23,"Feyenoord","Heerenveen",3,0
"3515",2021-01-09,"RKC Waalwijk","ADO Den Haag",0,1
"3516",2021-01-09,"Emmen","Twente",1,4
"3517",2021-01-09,"Zwolle","AZ Alkmaar",1,1
"3518",2021-01-09,"Heracles Almelo","Vitesse",0,2
"3519",2021-01-09,"Utrecht","Groningen",2,2
"3520",2021-01-10,"Sparta R'dam","Feyenoord",0,2
"3521",2021-01-10,"VVV-Venlo","Willem II",2,1
"3522",2021-01-10,"Heerenveen","Fortuna Sittard",1,3
"3523",2021-01-10,"Ajax","PSV Eindhoven",2,2
"3524",2021-01-12,"Vitesse","Utrecht",1,0
"3525",2021-01-12,"Heracles Almelo","Emmen",4,0
"3526",2021-01-13,"PSV Eindhoven","AZ Alkmaar",1,3
"3527",2021-01-13,"ADO Den Haag","VVV-Venlo",1,4
"3528",2021-01-13,"Fortuna Sittard","Sparta R'dam",0,1
"3529",2021-01-13,"Feyenoord","Zwolle",1,0
"3530",2021-01-14,"Heerenveen","RKC Waalwijk",1,1
"3531",2021-01-14,"Twente","Ajax",1,3
"3532",2021-01-14,"Willem II","Groningen",2,3
"3533",2021-01-16,"Emmen","Vitesse",1,4
"3534",2021-01-16,"Sparta R'dam","PSV Eindhoven",3,5
"3535",2021-01-16,"Utrecht","Heracles Almelo",2,0
"3536",2021-01-16,"Zwolle","Fortuna Sittard",0,2
"3537",2021-01-16,"AZ Alkmaar","ADO Den Haag",2,1
"3538",2021-01-17,"RKC Waalwijk","Willem II",1,1
"3539",2021-01-17,"VVV-Venlo","Heerenveen",1,1
"3540",2021-01-17,"Groningen","Twente",2,2
"3541",2021-01-17,"Ajax","Feyenoord",1,0
"3542",2021-01-22,"Willem II","Zwolle",1,3
"3543",2021-01-23,"ADO Den Haag","Emmen",0,0
"3544",2021-01-23,"Vitesse","Groningen",1,0
"3545",2021-01-23,"PSV Eindhoven","RKC Waalwijk",2,0
"3546",2021-01-23,"Heracles Almelo","Heerenveen",1,0
"3547",2021-01-24,"Fortuna Sittard","Ajax",1,2
"3548",2021-01-24,"Utrecht","Sparta R'dam",1,0
"3549",2021-01-24,"Twente","VVV-Venlo",0,1
"3550",2021-01-24,"Feyenoord","AZ Alkmaar",2,3
"3551",2021-01-26,"Zwolle","Heracles Almelo",2,2
"3552",2021-01-26,"Emmen","PSV Eindhoven",0,2
"3553",2021-01-26,"Groningen","ADO Den Haag",3,0
"3554",2021-01-27,"AZ Alkmaar","Utrecht",0,1
"3555",2021-01-27,"RKC Waalwijk","Fortuna Sittard",1,2
"3556",2021-01-27,"VVV-Venlo","Vitesse",4,1
"3557",2021-01-27,"Heerenveen","Feyenoord",3,0
"3558",2021-01-28,"Sparta R'dam","Twente",0,0
"3559",2021-01-28,"Ajax","Willem II",3,1
"3560",2020-09-18,"VVV-Venlo","Utrecht",1,1
"3561",2020-09-19,"AZ Alkmaar","Zwolle",1,1
"3562",2020-09-19,"Vitesse","Sparta R'dam",2,0
"3563",2020-09-19,"PSV Eindhoven","Emmen",2,1
"3564",2020-09-19,"Fortuna Sittard","Heerenveen",1,3
"3565",2020-09-20,"ADO Den Haag","Groningen",0,1
"3566",2020-09-20,"Willem II","Heracles Almelo",4,0
"3567",2020-09-20,"Feyenoord","Twente",1,1
"3568",2020-09-20,"Ajax","RKC Waalwijk",3,0
"3569",2021-01-30,"Heracles Almelo","Groningen",1,0
"3570",2021-01-30,"Utrecht","Zwolle",3,3
"3571",2021-01-30,"Fortuna Sittard","VVV-Venlo",3,2
"3572",2021-01-30,"Vitesse","RKC Waalwijk",1,1
"3573",2021-01-31,"Twente","Heerenveen",0,0
"3574",2021-01-31,"Willem II","Emmen",2,0
"3575",2021-01-31,"Feyenoord","PSV Eindhoven",3,1
"3576",2021-01-31,"ADO Den Haag","Sparta R'dam",1,1
"3577",2021-01-31,"AZ Alkmaar","Ajax",0,3
"3578",2021-02-05,"Fortuna Sittard","Heracles Almelo",0,1
"3579",2021-02-06,"Emmen","AZ Alkmaar",0,1
"3580",2021-02-06,"Zwolle","RKC Waalwijk",1,1
"3581",2021-02-06,"Heerenveen","Vitesse",1,0
"3582",2021-02-06,"PSV Eindhoven","Twente",3,0
"3583",2021-02-24,"Willem II","ADO Den Haag",1,1
"3584",2021-02-24,"Groningen","Feyenoord",0,0
"3585",2021-03-09,"VVV-Venlo","Sparta R'dam",0,1
"3586",2021-04-22,"Ajax","Utrecht",1,1
"3587",2021-02-12,"RKC Waalwijk","Emmen",1,0
"3588",2021-02-13,"Groningen","Zwolle",1,0
"3589",2021-02-13,"Sparta R'dam","Fortuna Sittard",1,2
"3590",2021-02-13,"ADO Den Haag","PSV Eindhoven",2,2
"3591",2021-02-13,"Heracles Almelo","Ajax",0,2
"3592",2021-02-14,"AZ Alkmaar","Heerenveen",3,1
"3593",2021-02-14,"Utrecht","VVV-Venlo",3,1
"3594",2021-02-14,"Feyenoord","Willem II",5,0
"3595",2021-02-14,"Vitesse","Twente",0,2
"3596",2021-02-19,"Willem II","Utrecht",0,6
"3597",2021-02-20,"Emmen","Zwolle",3,2
"3598",2021-02-20,"VVV-Venlo","AZ Alkmaar",1,4
"3599",2021-02-20,"Fortuna Sittard","ADO Den Haag",2,0
"3600",2021-02-21,"Twente","Feyenoord",2,2
"3601",2021-02-21,"RKC Waalwijk","Heracles Almelo",3,0
