"","Date","Home","Away","HomeGoals","AwayGoals"
"1255",2014-03-15,"Seattle","Toronto FC",1,2
"1256",2014-03-15,"Philadelphia","New England",1,0
"1257",2014-03-15,"NY Red Bulls","Colorado Rapids",1,1
"1258",2014-03-15,"San Jose","Real Salt Lake",3,3
"1259",2014-03-15,"Houston Dynamo","Montreal Impact",1,0
"1260",2014-03-15,"Sporting KC","FC Dallas",1,1
"1261",2014-03-16,"Portland Timbers","Chicago Fire",1,1
"1262",2014-03-16,"Chivas USA","Vancouver",1,1
"1263",2014-03-22,"New England","Vancouver",0,0
"1264",2014-03-22,"Real Salt Lake","LA Galaxy",1,1
"1265",2014-03-22,"Colorado Rapids","Portland Timbers",2,0
"1266",2014-03-22,"Toronto FC","D.C. United",1,0
"1267",2014-03-22,"Columbus Crew","Philadelphia",2,1
"1268",2014-03-22,"FC Dallas","Chivas USA",3,1
"1269",2014-03-22,"Sporting KC","San Jose",1,0
"1270",2014-03-23,"Chicago Fire","NY Red Bulls",1,1
"1271",2014-03-23,"Montreal Impact","Seattle",0,2
"1272",2014-03-29,"Philadelphia","Montreal Impact",1,1
"1273",2014-03-29,"Colorado Rapids","Sporting KC",2,3
"1274",2014-03-29,"D.C. United","Chicago Fire",2,2
"1275",2014-03-29,"Vancouver","Houston Dynamo",2,1
"1276",2014-03-29,"Seattle","Columbus Crew",1,2
"1277",2014-03-29,"Real Salt Lake","Toronto FC",3,0
"1278",2014-03-29,"FC Dallas","Portland Timbers",2,1
"1279",2014-03-29,"San Jose","New England",1,2
"1280",2014-03-30,"NY Red Bulls","Chivas USA",1,1
"1281",2014-04-05,"Portland Timbers","Seattle",4,4
"1282",2014-04-05,"Montreal Impact","NY Red Bulls",2,2
"1283",2014-04-05,"Vancouver","Colorado Rapids",1,2
"1284",2014-04-05,"Chicago Fire","Philadelphia",2,2
"1285",2014-04-05,"Columbus Crew","Toronto FC",0,2
"1286",2014-04-05,"D.C. United","New England",2,0
"1287",2014-04-05,"Houston Dynamo","FC Dallas",1,4
"1288",2014-04-05,"Sporting KC","Real Salt Lake",0,0
"1289",2014-04-06,"Chivas USA","LA Galaxy",0,3
"1290",2014-04-12,"Toronto FC","Colorado Rapids",0,1
"1291",2014-04-12,"Philadelphia","Real Salt Lake",2,2
"1292",2014-04-12,"Montreal Impact","Chicago Fire",1,1
"1293",2014-04-12,"New England","Houston Dynamo",2,0
"1294",2014-04-12,"D.C. United","NY Red Bulls",1,0
"1295",2014-04-12,"Portland Timbers","Chivas USA",1,1
"1296",2014-04-12,"LA Galaxy","Vancouver",1,0
"1297",2014-04-12,"FC Dallas","Seattle",2,3
"1298",2014-04-13,"San Jose","Columbus Crew",1,1
"1299",2014-04-16,"NY Red Bulls","Philadelphia",2,1
"1300",2014-04-19,"Chicago Fire","New England",1,1
"1301",2014-04-19,"Vancouver","LA Galaxy",2,2
"1302",2014-04-19,"Colorado Rapids","San Jose",0,0
"1303",2014-04-19,"Philadelphia","Houston Dynamo",0,0
"1304",2014-04-19,"Columbus Crew","D.C. United",1,1
"1305",2014-04-19,"FC Dallas","Toronto FC",2,1
"1306",2014-04-19,"Real Salt Lake","Portland Timbers",1,0
"1307",2014-04-19,"Chivas USA","Seattle",1,2
"1308",2014-04-19,"Sporting KC","Montreal Impact",4,0
"1309",2014-04-23,"NY Red Bulls","Houston Dynamo",4,0
"1310",2014-04-26,"Seattle","Colorado Rapids",4,1
"1311",2014-04-26,"Montreal Impact","Philadelphia",1,0
"1312",2014-04-26,"D.C. United","FC Dallas",4,1
"1313",2014-04-26,"Columbus Crew","NY Red Bulls",1,1
"1314",2014-04-26,"New England","Sporting KC",2,0
"1315",2014-04-26,"San Jose","Chivas USA",1,0
"1316",2014-04-26,"Real Salt Lake","Vancouver",2,2
"1317",2014-04-27,"Houston Dynamo","Portland Timbers",1,1
"1318",2014-05-03,"Toronto FC","New England",1,2
"1319",2014-05-03,"Vancouver","San Jose",3,2
"1320",2014-05-03,"Seattle","Philadelphia",2,1
"1321",2014-05-03,"Colorado Rapids","LA Galaxy",1,0
"1322",2014-05-03,"Portland Timbers","D.C. United",3,2
"1323",2014-05-03,"Chicago Fire","Real Salt Lake",2,3
"1324",2014-05-03,"Chivas USA","Houston Dynamo",1,4
"1325",2014-05-04,"FC Dallas","NY Red Bulls",0,1
"1326",2014-05-04,"Sporting KC","Columbus Crew",2,0
"1327",2014-05-07,"Houston Dynamo","Columbus Crew",1,0
"1328",2014-05-07,"Seattle","FC Dallas",2,1
"1329",2014-05-07,"San Jose","Colorado Rapids",0,0
"1330",2014-05-10,"Montreal Impact","Sporting KC",0,3
"1331",2014-05-10,"Philadelphia","D.C. United",0,1
"1332",2014-05-10,"NY Red Bulls","Chicago Fire",4,5
"1333",2014-05-10,"Columbus Crew","Vancouver",0,1
"1334",2014-05-10,"San Jose","FC Dallas",2,1
"1335",2014-05-11,"Portland Timbers","LA Galaxy",1,1
"1336",2014-05-11,"Colorado Rapids","Chivas USA",1,3
"1337",2014-05-11,"New England","Seattle",5,0
"1338",2014-05-11,"Houston Dynamo","Real Salt Lake",2,5
"1339",2014-05-14,"Sporting KC","Philadelphia",1,2
"1340",2014-05-17,"Toronto FC","NY Red Bulls",2,0
"1341",2014-05-17,"Philadelphia","New England",3,5
"1342",2014-05-17,"D.C. United","Montreal Impact",1,1
"1343",2014-05-17,"Seattle","San Jose",1,0
"1344",2014-05-17,"Houston Dynamo","LA Galaxy",1,0
"1345",2014-05-17,"Real Salt Lake","Colorado Rapids",2,1
"1346",2014-05-17,"FC Dallas","Chivas USA",1,1
"1347",2014-05-17,"Portland Timbers","Columbus Crew",3,3
"1348",2014-05-18,"Chicago Fire","Sporting KC",2,1
"1349",2014-05-21,"D.C. United","Houston Dynamo",2,0
"1350",2014-05-21,"LA Galaxy","FC Dallas",2,1
"1351",2014-05-23,"Sporting KC","Toronto FC",2,2
"1352",2014-05-24,"Vancouver","Seattle",2,2
"1353",2014-05-24,"NY Red Bulls","Portland Timbers",1,2
"1354",2014-05-24,"Colorado Rapids","Montreal Impact",4,1
"1355",2014-05-24,"Columbus Crew","Chicago Fire",2,0
"1356",2014-05-24,"New England","D.C. United",2,1
"1357",2014-05-24,"Real Salt Lake","FC Dallas",0,0
"1358",2014-05-25,"LA Galaxy","Philadelphia",4,1
"1359",2014-05-25,"San Jose","Houston Dynamo",3,0
"1360",2014-05-27,"Sporting KC","NY Red Bulls",1,1
"1361",2014-05-28,"Chivas USA","Portland Timbers",0,2
"1362",2014-05-31,"Seattle","Real Salt Lake",4,0
"1363",2014-05-31,"Toronto FC","Columbus Crew",3,2
"1364",2014-05-31,"D.C. United","Sporting KC",1,0
"1365",2014-05-31,"Montreal Impact","New England",2,0
"1366",2014-05-31,"Chivas USA","Philadelphia",0,3
"1367",2014-05-31,"FC Dallas","San Jose",1,2
"1368",2014-06-01,"Chicago Fire","LA Galaxy",1,1
"1369",2014-06-01,"Colorado Rapids","Houston Dynamo",3,0
"1370",2014-06-01,"Portland Timbers","Vancouver",3,4
"1371",2014-06-04,"Colorado Rapids","Chicago Fire",0,0
"1372",2014-06-04,"Columbus Crew","Real Salt Lake",1,1
"1373",2014-06-06,"Houston Dynamo","Sporting KC",0,2
"1374",2014-06-07,"Toronto FC","San Jose",1,0
"1375",2014-06-07,"D.C. United","Columbus Crew",0,0
"1376",2014-06-07,"Philadelphia","Vancouver",3,3
"1377",2014-06-07,"Chicago Fire","Seattle",2,3
"1378",2014-06-07,"FC Dallas","Colorado Rapids",3,2
"1379",2014-06-07,"Real Salt Lake","Portland Timbers",1,3
"1380",2014-06-08,"New England","NY Red Bulls",0,2
"1381",2014-06-08,"LA Galaxy","Chivas USA",1,1
"1382",2014-06-11,"Portland Timbers","FC Dallas",2,2
"1383",2014-06-11,"Montreal Impact","D.C. United",2,4
"1384",2014-06-25,"Vancouver","Montreal Impact",0,0
"1385",2014-06-27,"NY Red Bulls","Toronto FC",2,2
"1386",2014-06-27,"Portland Timbers","Sporting KC",0,1
"1387",2014-06-28,"Colorado Rapids","Vancouver",2,0
"1388",2014-06-28,"D.C. United","Seattle",0,1
"1389",2014-06-28,"New England","Philadelphia",1,3
"1390",2014-06-28,"Chivas USA","Real Salt Lake",1,0
"1391",2014-06-28,"San Jose","LA Galaxy",0,1
"1392",2014-06-29,"Columbus Crew","FC Dallas",0,0
"1393",2014-06-29,"Montreal Impact","Houston Dynamo",3,0
"1394",2014-07-02,"Chicago Fire","Toronto FC",1,1
"1395",2014-07-02,"San Jose","Chivas USA",0,1
"1396",2014-07-04,"Colorado Rapids","Columbus Crew",1,1
"1397",2014-07-04,"Houston Dynamo","NY Red Bulls",2,2
"1398",2014-07-04,"FC Dallas","Philadelphia",2,1
"1399",2014-07-04,"LA Galaxy","Portland Timbers",2,2
"1400",2014-07-04,"Real Salt Lake","New England",2,1
"1401",2014-07-05,"Toronto FC","D.C. United",1,2
"1402",2014-07-05,"Vancouver","Seattle",1,0
"1403",2014-07-05,"Chivas USA","Montreal Impact",1,0
"1404",2014-07-06,"Sporting KC","Chicago Fire",1,1
"1405",2014-07-11,"San Jose","D.C. United",1,2
"1406",2014-07-12,"Toronto FC","Houston Dynamo",4,2
"1407",2014-07-12,"NY Red Bulls","Columbus Crew",4,1
"1408",2014-07-12,"Vancouver","Chivas USA",1,3
"1409",2014-07-12,"Philadelphia","Colorado Rapids",3,3
"1410",2014-07-12,"New England","Chicago Fire",0,1
"1411",2014-07-12,"Montreal Impact","Sporting KC",1,2
"1412",2014-07-12,"LA Galaxy","Real Salt Lake",1,0
"1413",2014-07-13,"Seattle","Portland Timbers",2,0
"1414",2014-07-16,"Philadelphia","NY Red Bulls",3,1
"1415",2014-07-16,"Columbus Crew","Sporting KC",1,2
"1416",2014-07-16,"LA Galaxy","New England",5,1
"1417",2014-07-16,"Toronto FC","Vancouver",1,1
"1418",2014-07-18,"Portland Timbers","Colorado Rapids",2,1
"1419",2014-07-19,"Sporting KC","LA Galaxy",2,1
"1420",2014-07-19,"NY Red Bulls","San Jose",1,1
"1421",2014-07-19,"Columbus Crew","Montreal Impact",2,1
"1422",2014-07-19,"Chicago Fire","Philadelphia",1,1
"1423",2014-07-19,"Real Salt Lake","Vancouver",1,1
"1424",2014-07-19,"FC Dallas","New England",2,0
"1425",2014-07-19,"Houston Dynamo","Toronto FC",2,2
"1426",2014-07-20,"D.C. United","Chivas USA",3,1
"1427",2014-07-23,"San Jose","Chicago Fire",5,1
"1428",2014-07-24,"Real Salt Lake","Montreal Impact",3,1
"1429",2014-07-25,"Colorado Rapids","Chivas USA",3,0
"1430",2014-07-26,"Toronto FC","Sporting KC",1,2
"1431",2014-07-26,"New England","Columbus Crew",1,2
"1432",2014-07-27,"Vancouver","FC Dallas",2,2
"1433",2014-07-27,"Montreal Impact","Portland Timbers",2,3
"1434",2014-07-28,"Seattle","LA Galaxy",0,3
"1435",2014-07-30,"D.C. United","Toronto FC",3,0
"1436",2014-07-30,"Real Salt Lake","NY Red Bulls",1,1
"1437",2014-07-30,"New England","Colorado Rapids",3,0
"1438",2014-07-30,"Chicago Fire","Vancouver",0,0
"1439",2014-08-01,"Sporting KC","Philadelphia",1,1
"1440",2014-08-02,"LA Galaxy","Portland Timbers",3,1
"1441",2014-08-02,"Montreal Impact","Toronto FC",0,2
"1442",2014-08-02,"NY Red Bulls","New England",2,1
"1443",2014-08-02,"Colorado Rapids","Real Salt Lake",0,1
"1444",2014-08-02,"San Jose","Seattle",1,0
"1445",2014-08-02,"Chicago Fire","Columbus Crew",1,1
"1446",2014-08-03,"Chivas USA","FC Dallas",0,1
"1447",2014-08-03,"Houston Dynamo","D.C. United",1,0
"1448",2014-08-08,"LA Galaxy","San Jose",2,2
"1449",2014-08-09,"Philadelphia","Montreal Impact",2,1
"1450",2014-08-09,"Columbus Crew","Toronto FC",2,3
"1451",2014-08-09,"Portland Timbers","Chivas USA",2,0
"1452",2014-08-09,"Real Salt Lake","D.C. United",3,0
"1453",2014-08-09,"FC Dallas","Colorado Rapids",3,1
"1454",2014-08-10,"Vancouver","Sporting KC",2,0
"1455",2014-08-10,"Chicago Fire","NY Red Bulls",1,0
"1456",2014-08-10,"Seattle","Houston Dynamo",2,0
"1457",2014-08-15,"Houston Dynamo","Philadelphia",2,0
"1458",2014-08-16,"Real Salt Lake","Seattle",2,1
"1459",2014-08-16,"Montreal Impact","Chicago Fire",1,0
"1460",2014-08-16,"Columbus Crew","LA Galaxy",4,1
"1461",2014-08-16,"New England","Portland Timbers",1,1
"1462",2014-08-16,"Sporting KC","Toronto FC",4,1
"1463",2014-08-16,"Chivas USA","Vancouver",0,0
"1464",2014-08-16,"San Jose","FC Dallas",0,5
"1465",2014-08-17,"D.C. United","Colorado Rapids",4,2
"1466",2014-08-20,"Seattle","San Jose",1,1
"1467",2014-08-20,"Colorado Rapids","LA Galaxy",3,4
"1468",2014-08-22,"FC Dallas","Real Salt Lake",2,1
"1469",2014-08-23,"NY Red Bulls","Montreal Impact",4,2
"1470",2014-08-23,"Toronto FC","Chicago Fire",2,2
"1471",2014-08-23,"Columbus Crew","Houston Dynamo",3,0
"1472",2014-08-23,"New England","Chivas USA",1,0
"1473",2014-08-23,"Sporting KC","D.C. United",0,3
"1474",2014-08-23,"LA Galaxy","Vancouver",2,0
"1475",2014-08-24,"Portland Timbers","Seattle",2,4
"1476",2014-08-24,"Philadelphia","San Jose",4,2
"1477",2014-08-27,"LA Galaxy","D.C. United",4,1
"1478",2014-08-29,"Sporting KC","Houston Dynamo",1,3
"1479",2014-08-30,"Seattle","Colorado Rapids",1,0
"1480",2014-08-30,"Toronto FC","New England",0,3
"1481",2014-08-30,"Montreal Impact","Columbus Crew",2,0
"1482",2014-08-30,"Chicago Fire","FC Dallas",1,0
"1483",2014-08-30,"Vancouver","Portland Timbers",0,3
"1484",2014-08-30,"San Jose","Real Salt Lake",1,1
"1485",2014-08-31,"D.C. United","NY Red Bulls",2,0
"1486",2014-08-31,"Chivas USA","LA Galaxy",0,3
"1487",2014-09-03,"Philadelphia","Toronto FC",1,0
"1488",2014-09-03,"New England","Sporting KC",3,1
"1489",2014-09-03,"Chivas USA","Seattle",2,4
"1490",2014-09-05,"LA Galaxy","Colorado Rapids",6,0
"1491",2014-09-06,"Toronto FC","Philadelphia",0,2
"1492",2014-09-06,"Vancouver","D.C. United",0,0
"1493",2014-09-06,"NY Red Bulls","Sporting KC",2,1
"1494",2014-09-06,"Houston Dynamo","Montreal Impact",3,2
"1495",2014-09-06,"Real Salt Lake","FC Dallas",2,1
"1496",2014-09-07,"Portland Timbers","San Jose",3,3
"1497",2014-09-07,"Columbus Crew","Chivas USA",3,0
"1498",2014-09-07,"New England","Chicago Fire",2,1
"1499",2014-09-10,"Vancouver","San Jose",2,0
"1500",2014-09-10,"Montreal Impact","LA Galaxy",2,2
"1501",2014-09-10,"NY Red Bulls","D.C. United",1,0
"1502",2014-09-12,"Chivas USA","Sporting KC",0,4
"1503",2014-09-12,"Seattle","Real Salt Lake",3,2
"1504",2014-09-13,"Philadelphia","NY Red Bulls",2,2
"1505",2014-09-13,"Colorado Rapids","Portland Timbers",2,2
"1506",2014-09-13,"New England","Montreal Impact",2,1
"1507",2014-09-13,"FC Dallas","Vancouver",2,1
"1508",2014-09-13,"Houston Dynamo","Columbus Crew",2,2
"1509",2014-09-13,"Chicago Fire","Toronto FC",1,1
"1510",2014-09-14,"San Jose","LA Galaxy",1,1
"1511",2014-09-19,"Real Salt Lake","Colorado Rapids",5,1
"1512",2014-09-20,"Portland Timbers","Vancouver",3,0
"1513",2014-09-20,"Philadelphia","Houston Dynamo",0,0
"1514",2014-09-20,"Montreal Impact","San Jose",2,0
"1515",2014-09-20,"Columbus Crew","New England",1,0
"1516",2014-09-20,"NY Red Bulls","Seattle",4,1
"1517",2014-09-20,"LA Galaxy","FC Dallas",2,1
"1518",2014-09-20,"Chicago Fire","D.C. United",3,3
"1519",2014-09-21,"Toronto FC","Chivas USA",3,0
"1520",2014-09-24,"FC Dallas","Seattle",3,1
"1521",2014-09-26,"Sporting KC","New England",2,3
"1522",2014-09-27,"Toronto FC","Portland Timbers",3,2
"1523",2014-09-27,"Seattle","Chivas USA",4,2
"1524",2014-09-27,"D.C. United","Philadelphia",1,0
"1525",2014-09-27,"Vancouver","Real Salt Lake",2,1
"1526",2014-09-27,"Colorado Rapids","San Jose",1,1
"1527",2014-09-27,"Columbus Crew","Montreal Impact",2,0
"1528",2014-09-28,"Houston Dynamo","Chicago Fire",2,0
"1529",2014-09-28,"LA Galaxy","NY Red Bulls",4,0
"1530",2014-10-02,"Philadelphia","Chicago Fire",1,1
"1531",2014-10-03,"D.C. United","Sporting KC",0,0
"1532",2014-10-04,"Vancouver","FC Dallas",2,0
"1533",2014-10-04,"NY Red Bulls","Houston Dynamo",1,0
"1534",2014-10-04,"New England","Columbus Crew",2,1
"1535",2014-10-04,"LA Galaxy","Toronto FC",3,0
"1536",2014-10-04,"San Jose","Portland Timbers",1,2
"1537",2014-10-05,"Colorado Rapids","Seattle",1,4
"1538",2014-10-05,"Chicago Fire","Montreal Impact",0,0
"1539",2014-10-05,"Chivas USA","Real Salt Lake",1,0
"1540",2014-10-08,"Toronto FC","Houston Dynamo",0,1
"1541",2014-10-08,"Portland Timbers","San Jose",3,0
"1542",2014-10-10,"Seattle","Vancouver",0,1
"1543",2014-10-10,"Sporting KC","Chicago Fire",2,0
"1544",2014-10-11,"Montreal Impact","New England",2,2
"1545",2014-10-11,"Philadelphia","Columbus Crew",2,3
"1546",2014-10-11,"NY Red Bulls","Toronto FC",3,1
"1547",2014-10-11,"Real Salt Lake","San Jose",2,0
"1548",2014-10-11,"Chivas USA","Colorado Rapids",2,1
"1549",2014-10-12,"Houston Dynamo","D.C. United",1,3
"1550",2014-10-12,"FC Dallas","LA Galaxy",2,1
"1551",2014-10-16,"Houston Dynamo","New England",1,2
"1552",2014-10-17,"Portland Timbers","Real Salt Lake",0,0
"1553",2014-10-18,"Colorado Rapids","FC Dallas",0,1
"1554",2014-10-18,"Toronto FC","Montreal Impact",1,1
"1555",2014-10-18,"Philadelphia","Sporting KC",2,1
"1556",2014-10-18,"D.C. United","Chicago Fire",2,1
"1557",2014-10-18,"San Jose","Vancouver",0,0
"1558",2014-10-19,"NY Red Bulls","Columbus Crew",1,3
"1559",2014-10-19,"LA Galaxy","Seattle",2,2
"1560",2014-10-22,"Real Salt Lake","Chivas USA",2,0
"1561",2014-10-24,"Chicago Fire","Houston Dynamo",2,1
"1562",2014-10-25,"Seattle","LA Galaxy",2,0
"1563",2014-10-25,"Montreal Impact","D.C. United",1,1
"1564",2014-10-25,"Vancouver","Colorado Rapids",1,0
"1565",2014-10-25,"New England","Toronto FC",1,0
"1566",2014-10-25,"FC Dallas","Portland Timbers",0,2
"1567",2014-10-26,"Chivas USA","San Jose",1,0
"1568",2014-10-26,"Columbus Crew","Philadelphia",2,1
"1569",2014-10-26,"Sporting KC","NY Red Bulls",0,2
"1570",2014-10-29,"FC Dallas","Vancouver",2,1
"1571",2014-10-30,"NY Red Bulls","Sporting KC",2,1
"1572",2014-11-01,"Columbus Crew","New England",2,4
"1573",2014-11-01,"Real Salt Lake","LA Galaxy",0,0
"1574",2014-11-02,"NY Red Bulls","D.C. United",2,0
"1575",2014-11-02,"FC Dallas","Seattle",1,1
"1576",2014-11-08,"D.C. United","NY Red Bulls",2,1
"1577",2014-11-09,"LA Galaxy","Real Salt Lake",5,0
"1578",2014-11-09,"New England","Columbus Crew",3,1
"1579",2014-11-10,"Seattle","FC Dallas",0,0
"1580",2014-11-23,"NY Red Bulls","New England",1,2
"1581",2014-11-23,"LA Galaxy","Seattle",1,0
"1582",2014-11-29,"New England","NY Red Bulls",2,2
"1583",2014-11-30,"Seattle","LA Galaxy",2,1
"1584",2014-12-07,"LA Galaxy","New England",2,1
"1585",2015-03-06,"LA Galaxy","Chicago Fire",2,0
"1586",2015-03-07,"D.C. United","Montreal Impact",1,0
"1587",2015-03-07,"Vancouver","Toronto FC",1,3
"1588",2015-03-07,"Philadelphia","Colorado Rapids",0,0
"1589",2015-03-07,"Portland Timbers","Real Salt Lake",0,0
"1590",2015-03-07,"FC Dallas","San Jose",1,0
"1591",2015-03-07,"Houston Dynamo","Columbus Crew",1,0
"1592",2015-03-08,"Orlando City","NYCFC",1,1
"1593",2015-03-08,"Sporting KC","NY Red Bulls",1,1
"1594",2015-03-08,"Seattle","New England",3,0
"1595",2015-03-13,"Houston Dynamo","Orlando City",0,1
"1596",2015-03-14,"Chicago Fire","Vancouver",0,1
"1597",2015-03-14,"Seattle","San Jose",2,3
"1598",2015-03-14,"Columbus Crew","Toronto FC",2,0
"1599",2015-03-14,"Real Salt Lake","Philadelphia",3,3
"1600",2015-03-14,"FC Dallas","Sporting KC",3,1
"1601",2015-03-15,"Portland Timbers","LA Galaxy",2,2
"1602",2015-03-15,"NYCFC","New England",2,0
"1603",2015-03-21,"Colorado Rapids","NYCFC",0,0
"1604",2015-03-21,"New England","Montreal Impact",0,0
"1605",2015-03-21,"Philadelphia","FC Dallas",0,2
"1606",2015-03-21,"Orlando City","Vancouver",0,1
"1607",2015-03-21,"Sporting KC","Portland Timbers",0,0
"1608",2015-03-21,"LA Galaxy","Houston Dynamo",1,1
"1609",2015-03-22,"San Jose","Chicago Fire",2,1
"1610",2015-03-22,"NY Red Bulls","D.C. United",2,0
"1611",2015-03-28,"New England","San Jose",2,1
"1612",2015-03-28,"Montreal Impact","Orlando City",2,2
"1613",2015-03-28,"Vancouver","Portland Timbers",2,1
"1614",2015-03-28,"D.C. United","LA Galaxy",1,0
"1615",2015-03-28,"NYCFC","Sporting KC",0,1
"1616",2015-03-28,"Columbus Crew","NY Red Bulls",1,2
"1617",2015-03-28,"FC Dallas","Seattle",0,0
"1618",2015-03-28,"Houston Dynamo","Colorado Rapids",0,0
"1619",2015-03-29,"Chicago Fire","Philadelphia",1,0
"1620",2015-03-29,"Real Salt Lake","Toronto FC",2,1
"1621",2015-04-03,"Orlando City","D.C. United",0,1
"1622",2015-04-04,"Chicago Fire","Toronto FC",3,2
"1623",2015-04-04,"Colorado Rapids","New England",0,2
"1624",2015-04-04,"Vancouver","LA Galaxy",2,0
"1625",2015-04-04,"Seattle","Houston Dynamo",1,0
"1626",2015-04-04,"Portland Timbers","FC Dallas",3,1
"1627",2015-04-05,"San Jose","Real Salt Lake",0,1
"1628",2015-04-05,"Sporting KC","Philadelphia",3,2
"1629",2015-04-08,"Vancouver","Columbus Crew",2,2
"1630",2015-04-10,"FC Dallas","Colorado Rapids",0,4
"1631",2015-04-11,"New England","Columbus Crew",0,0
"1632",2015-04-11,"Philadelphia","NYCFC",2,1
"1633",2015-04-11,"D.C. United","NY Red Bulls",2,2
"1634",2015-04-11,"Houston Dynamo","Montreal Impact",3,0
"1635",2015-04-11,"San Jose","Vancouver",1,0
"1636",2015-04-11,"Sporting KC","Real Salt Lake",0,0
"1637",2015-04-12,"Portland Timbers","Orlando City",0,2
"1638",2015-04-12,"LA Galaxy","Seattle",1,0
"1639",2015-04-16,"NYCFC","Philadelphia",1,1
"1640",2015-04-17,"NY Red Bulls","San Jose",2,0
"1641",2015-04-18,"D.C. United","Houston Dynamo",1,1
"1642",2015-04-18,"Colorado Rapids","Seattle",1,3
"1643",2015-04-18,"Columbus Crew","Orlando City",3,0
"1644",2015-04-18,"FC Dallas","Toronto FC",3,2
"1645",2015-04-18,"LA Galaxy","Sporting KC",2,1
"1646",2015-04-18,"Real Salt Lake","Vancouver",0,1
"1647",2015-04-19,"Philadelphia","New England",1,2
"1648",2015-04-19,"NYCFC","Portland Timbers",0,1
"1649",2015-04-24,"Chicago Fire","NYCFC",1,0
"1650",2015-04-24,"Colorado Rapids","FC Dallas",1,1
"1651",2015-04-25,"New England","Real Salt Lake",4,0
"1652",2015-04-25,"Columbus Crew","Philadelphia",4,1
"1653",2015-04-25,"Houston Dynamo","Sporting KC",4,4
"1654",2015-04-25,"Vancouver","D.C. United",1,2
"1655",2015-04-26,"NY Red Bulls","LA Galaxy",1,1
"1656",2015-04-26,"Seattle","Portland Timbers",1,0
"1657",2015-04-26,"Orlando City","Toronto FC",0,2
"1658",2015-04-29,"NY Red Bulls","Colorado Rapids",1,1
"1659",2015-05-01,"Houston Dynamo","FC Dallas",1,4
"1660",2015-05-01,"Real Salt Lake","San Jose",1,1
"1661",2015-05-02,"Philadelphia","Toronto FC",0,1
"1662",2015-05-02,"D.C. United","Columbus Crew",2,0
"1663",2015-05-02,"New England","NY Red Bulls",2,1
"1664",2015-05-02,"Portland Timbers","Vancouver",0,0
"1665",2015-05-02,"LA Galaxy","Colorado Rapids",1,1
"1666",2015-05-03,"Sporting KC","Chicago Fire",1,0
"1667",2015-05-03,"NYCFC","Seattle",1,3
"1668",2015-05-05,"Houston Dynamo","San Jose",0,1
"1669",2015-05-06,"Real Salt Lake","LA Galaxy",0,0
"1670",2015-05-08,"Orlando City","New England",2,2
"1671",2015-05-08,"Colorado Rapids","San Jose",1,1
"1672",2015-05-09,"Chicago Fire","Real Salt Lake",1,2
"1673",2015-05-09,"Vancouver","Philadelphia",3,0
"1674",2015-05-09,"Montreal Impact","Portland Timbers",1,2
"1675",2015-05-09,"D.C. United","Sporting KC",1,1
"1676",2015-05-09,"Columbus Crew","Seattle",3,2
"1677",2015-05-09,"FC Dallas","LA Galaxy",2,1
"1678",2015-05-10,"Toronto FC","Houston Dynamo",1,2
"1679",2015-05-10,"NY Red Bulls","NYCFC",2,1
"1680",2015-05-13,"D.C. United","Orlando City",2,1
"1681",2015-05-15,"NYCFC","Chicago Fire",2,2
"1682",2015-05-15,"FC Dallas","NY Red Bulls",0,0
"1683",2015-05-16,"Vancouver","Seattle",0,2
"1684",2015-05-16,"Montreal Impact","Real Salt Lake",4,1
"1685",2015-05-16,"New England","Toronto FC",1,1
"1686",2015-05-16,"Houston Dynamo","Portland Timbers",3,1
"1687",2015-05-16,"San Jose","Columbus Crew",2,0
"1688",2015-05-17,"Orlando City","LA Galaxy",4,0
"1689",2015-05-17,"Philadelphia","D.C. United",1,0
"1690",2015-05-20,"Sporting KC","New England",4,2
"1691",2015-05-22,"LA Galaxy","Houston Dynamo",1,0
"1692",2015-05-22,"Columbus Crew","Chicago Fire",2,2
"1693",2015-05-23,"Toronto FC","Portland Timbers",1,0
"1694",2015-05-23,"Colorado Rapids","Vancouver",1,0
"1695",2015-05-23,"Seattle","Sporting KC",0,0
"1696",2015-05-23,"New England","D.C. United",1,1
"1697",2015-05-23,"Montreal Impact","FC Dallas",2,1
"1698",2015-05-23,"Real Salt Lake","NYCFC",2,0
"1699",2015-05-24,"San Jose","Orlando City",1,1
"1700",2015-05-24,"NY Red Bulls","Philadelphia",0,2
"1701",2015-05-27,"Seattle","Colorado Rapids",1,0
"1702",2015-05-27,"LA Galaxy","Real Salt Lake",1,0
"1703",2015-05-27,"Portland Timbers","D.C. United",1,0
"1704",2015-05-29,"Sporting KC","FC Dallas",4,0
"1705",2015-05-30,"Vancouver","Real Salt Lake",2,1
"1706",2015-05-30,"Toronto FC","San Jose",3,1
"1707",2015-05-30,"D.C. United","Philadelphia",2,1
"1708",2015-05-30,"NYCFC","Houston Dynamo",1,1
"1709",2015-05-30,"Colorado Rapids","Portland Timbers",1,2
"1710",2015-05-30,"Orlando City","Columbus Crew",2,2
"1711",2015-05-30,"Chicago Fire","Montreal Impact",3,0
"1712",2015-05-31,"Seattle","NY Red Bulls",2,1
"1713",2015-05-31,"New England","LA Galaxy",2,2
"1714",2015-06-03,"D.C. United","Chicago Fire",3,1
"1715",2015-06-03,"Philadelphia","Columbus Crew",3,0
"1716",2015-06-03,"Montreal Impact","Vancouver",2,1
